r,q,sigma,avg_error_curve,max_error_curve
0.033414297981115705,0.04248362356694272,0.19028313947789577,-0.0020430413897413345,-0.008959971524201311
0.005274983106392683,0.08958538507864122,0.3637373367299784,-0.024631221076974307,-0.03832123970151154
0.0324033195537739,0.08986993194285378,0.33781161095649154,-0.01859528653039565,-0.022075232507101302
0.09916711272492545,0.04632129618386249,0.0548039372236076,0.00025753342139814154,-0.004407471598947673
0.012159851003346035,0.07464716071236888,0.2893738522352624,-0.02218127056130405,-0.03475628954876259
0.021680948944095692,0.05475958984972186,0.26490193936103495,-0.015024768809147427,-0.01754678979976639
0.08577763335707876,0.005307624431274316,0.05652567679474302,0.0034904839757128447,0.0072427110955209555
0.04426010959130248,0.013941709325616081,0.4943712219385489,-0.002227815777874409,-0.005550507340196951
0.019825257475242598,0.061963298945392126,0.2218284920029286,-0.020685689202349162,-0.023699303591548086
0.07816743571026431,0.005262956850180168,0.16219753200839004,0.002657044301422969,0.007656456199044683
0.04697726160751016,0.01136339246954815,0.3205886547151711,-0.000562497037222537,-0.004084678229128761
0.05342146566779802,0.08268086103496063,0.22114252773946508,-0.006608424674547038,-0.009793891108737823
0.02950208030920727,0.03158921446849087,0.11782501505910958,-0.0107471585890256,-0.025424034284462223
0.09329852707799104,0.07987126238028708,0.17172913890208602,-0.0018664945517653283,-0.004124085702782258
0.04498338751875084,0.010110999837665002,0.2946898222317671,-0.0004889740699060529,-0.0036202490182562987
0.0728906475130981,0.022795279494932333,0.22100766757519408,0.0008220526416207367,0.005677634892856272
0.06748476010454058,0.04426435139280304,0.27527272040740985,-0.0005105273346824387,-0.0033337663707614738
0.01948492564905485,0.07949981810298438,0.05480633321378264,-0.023831980717401603,-0.02879429181869569
0.047071471817582394,0.029111611844645613,0.05269493207192172,0.0025874654069961123,0.0060414916196833415
0.08555429798971552,0.020019634379217333,0.23463389145112307,0.0015589079860853783,0.007458318350610593
0.06127589268331601,0.026961220601569125,0.2398318189313971,0.0001849591565533322,-0.0042141334499466955
0.05304688544290418,0.044481687163885134,0.181579326789844,-0.0019155045606624786,-0.0032214350886251826
0.025602141644724075,0.09061733781533665,0.2547400511289919,-0.01225507180461398,-0.015591383830889252
0.07013419421870024,0.05340145855450225,0.14303114079419071,-0.001598474910118749,-0.004738976074394771
0.0478644727906809,0.08232138906409892,0.43799646751653437,-0.0035909845404631493,-0.008957241059664719
0.0940795411562516,0.02159161928095915,0.1726077661820875,0.0008316520035950348,0.005705729626685357
0.011894794111099305,0.098825524172406,0.3155057074959535,-0.04414411537729712,-0.054128210696488856
0.07048748572055501,0.0430737955261757,0.12177536915006737,-0.0003381385333677477,-0.005014793182446897
0.03872291185052497,0.02886883516640223,0.2662020070445653,-0.0011209724698082917,-0.0035362552330579795
0.08162209207933817,0.08317835829644309,0.14311010417528036,-0.0012826242242473447,0.009373440854124535
0.0177582073958203,0.0723125890191389,0.20851326068208292,-0.02435561642587973,-0.030888559562211104
0.01819515777304175,0.06043469372958428,0.05626773415387076,-0.005731709787719581,-0.010279045868223239
0.009551760554662692,0.0012051197960855965,0.10354332584675624,0.0031389949566122156,0.009562463518787331
0.047900825429832775,0.016230960001720297,0.03434377755169282,0.00031087091256666344,-0.004922128706750368
0.049251148423205715,0.09031454513461756,0.0057504473497720365,-0.005510412849237629,-0.008414660982011983
0.02280781930549454,0.09013201122064954,0.31711938792195893,-0.015786706541561814,-0.01938509312140145
0.08304730511913849,0.09093094685462465,0.1093734023988785,-0.0003387420636752677,-0.005628606539335493
0.07395346252398134,0.026101642920357437,0.4692155131800766,-0.0009884698282007903,-0.004350079973617207
0.09571495206696139,0.016021239832485722,0.40612704152023493,0.0001884101435295862,-0.007389177378841208
0.0047129677229035384,0.05994000779051593,0.2409644466205284,-0.0866464687439796,-0.10177683035628944
0.05995792117126203,0.07599185932484054,0.4350128884353986,-0.00455289248064924,-0.016820570269030773
0.05030214109444928,0.007366099712592201,0.45688199317850337,-0.0008838228304615512,-0.0042271127459012495
0.006078182850454517,0.07944712764953968,0.06061939684694745,-0.0837500058401248,-0.10539062865492149
0.09026319203789857,0.06344379466773087,0.1550874744000077,-0.000424118473733728,-0.0049008407992922574
0.08651444888780645,0.018039057562527473,0.10778411855868447,0.002112220605647954,0.007351952905657816
0.03258908497520344,0.04138350512522119,0.10933588070152911,0.006696192758670725,0.01254766486379132
0.0919710387507836,0.04404122510613695,0.47591297401516464,-0.0012799762844155867,-0.003999943598207903
0.025325093974455416,0.04685526660747104,0.40080089044207207,-0.0005188528803793096,0.006716901590965764
0.09893351845665072,0.04497421399724393,0.23500479458071682,0.0009144050132061762,0.00602950213921812
0.0940668957864716,0.04322029852799271,0.22022239347577865,0.0008560038570959667,0.00596312911722224
0.09531483167760263,0.04968879976186609,0.06311632411368423,1.8886921886558653e-05,0.004970833952054401
0.094145648686315,0.05014757912800513,0.1803531467952687,0.0009753956512144396,0.00608168759410249
0.09006979568746576,0.0017140762178309067,0.4738124838469477,0.000292273969058481,-0.008619844200193573
0.008750644484934612,0.007549971076235407,0.47112964632072507,-0.009343103388486207,-0.10545964854310892
0.04779660110723341,0.017970570936910013,0.49113233220106767,-0.0017046516443814659,-0.005104736946440927
0.03352160925052008,0.09413393459469507,0.22974559836569014,-0.018630250775841378,-0.02103140814891835
0.03679333139863252,0.057333575903778015,0.4552609456021292,0.0026056071391638877,0.008428367595358923
0.09800861831735326,0.0695726947697289,0.18415288205968433,-0.0005283281667581356,-0.00401000881656737
0.08635941806630228,0.09243194361012294,0.2714614541719205,-0.003192309316288393,-0.013054596006274195
0.071155080481553,0.08714989029295776,0.3422406650762703,-0.0018630010029959034,-0.011043516995874575
0.06504323300302245,0.03807171716108157,0.300204774747585,-0.00015333779175637373,-0.0028667120790606174
0.024318226943358348,0.011988064702326363,0.12926622239660635,0.0008176057391165128,0.003335501007911539
0.044623722519986746,0.034456400154142634,0.35098867031783965,-0.0011236550971484038,-0.0038620759948096734
0.03825277998361024,0.05048616050883528,0.14542788952717478,0.0012022306276611063,0.005902497021500401
0.008902619204851192,0.07167954018596762,0.11205521405944258,-0.03337250996724926,-0.04122705583142421
0.0465441414527364,0.05939560642374697,0.3363111959393316,-0.005664760792561505,-0.012340306660713084
0.041474308419379026,0.027910007864388908,0.44638909969790525,-0.0017088527316903672,-0.006979971491068258
0.06442743144075573,0.024802813241918343,0.3840468668864891,-0.0006559511636692699,-0.003850965808202343
0.05368090250410088,0.04197689601439406,0.04869544962997202,0.0036856951466711515,0.00821119103053035
0.022216147721945346,0.010542445827165292,0.3486146974923009,-0.00032483298943612005,-0.005833577665237125
0.07476308375644232,0.043574674599347024,0.027147244642556356,0.0012076883261478405,0.005210178639005685
0.016993653461909265,0.0944905791748406,0.4459577888672323,-0.021875147151320017,-0.03551601114666918
0.039826010257240946,0.014143570408023866,0.22173626867662732,-0.0005519434044814601,-0.003492097604968834
0.04335229791388902,0.001953874317144122,0.35949581208842485,-0.0002306348760248016,-0.004234158329756444
0.06574379737614737,0.05865844854920393,0.40347134645128896,-0.0026968217692470977,-0.005100855224275654
0.08208176492808417,0.02141469023200896,0.03512883675164741,0.002162691438811467,0.004899413040230221
0.03687758417607869,0.08812946924485225,0.3877606158709458,-0.016714991094939,-0.025566578501226428
0.02553693024060696,0.07334519729310138,0.2833317359486972,-0.013099146112266796,-0.01426275206506698
0.02764946280948696,0.07206473235416404,0.14177333182923407,-0.017935879293674885,-0.02285863343586257
0.034156965331924485,0.02024244434849991,0.2789305044081619,-0.002089285811478875,-0.004152407633742229
0.04483436404889377,0.06323109198339634,0.0052560936472446085,0.0001461221731293706,0.0017847292029155863
0.040573426651892876,0.0037551422311188354,0.15252651398217498,0.0003393062205082557,-0.005900884856936649
0.008626643861912331,0.054553948002739876,0.4602232803007722,0.022112507681735644,0.036478053994500055
0.0854354685341935,0.04912563273126918,0.17209253329986446,0.00023707170473297583,-0.006406867631116198
0.00022090399468401858,0.06446103481083068,0.1610138359348911,1.6283082901197738,1.919661141328473
0.03910019622424402,0.06221852462457631,0.09225213228459517,-0.011263038736507625,-0.013823250457789042
0.05611316971641529,0.044973894430919065,0.1882733675016547,-0.0017354273376838925,-0.00383864460264086
0.08377738135504521,0.07310953818190946,0.07906974790874793,-0.0012132806496209325,-0.0065623695529350035
0.0911628084253215,0.00019239424662348403,0.12159123823636425,0.0017856495450809542,0.007483780777898276
0.013707069355683589,0.03413730913765852,0.07399457602979864,0.011064667273472797,0.013746199765421673
0.028117346249869425,0.04004542060587625,0.23669297827416574,-0.00286812280709901,-0.00962407029287139
0.026984881882917946,0.006797816102691046,0.2702794816268628,-0.00021830025337168018,0.0037676949885433707
0.0633384635684283,0.06559472667421737,0.014339376191705,-0.0019185048701304932,-0.0049366700550183325
0.010586265091550263,0.06682635046582718,0.051285020005622184,-0.018721344717450124,-0.02599970613720884
